Gene,Refseq,chr,start,end,strand,siNup153,siNup93,DamID_Nup153,DamID_Nup93,DamID_Class,siNup_any,siRNA_Class,siRNA_bool,DamID_bool,siNup93_expr,siNup93_bool,siNup153_expr,siNup153_bool,chr_loci,incl_nup_si_dam
PWRN4,NR_126392,15,24220294,24333301,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.024220294,TRUE
PWRN2,NR_026647,15,24409926,24415053,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.024409926,TRUE
PWRN3,NR_130780,15,24686274,24693114,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.024686274,TRUE
PWRN1,NR_026646,15,24803304,24832926,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.024803304,TRUE
NPAP1,NM_018958,15,24920541,24928593,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.024920541,TRUE
SNRPN,NM_022807,15,25068794,25223729,+,-1,-1,0,0,0,1,3,1,0,change,1,change,1,15.025068794,TRUE
SNURF,NM_005678,15,25200135,25223729,+,-1,-1,0,0,0,1,3,1,0,change,1,change,1,15.025200135,TRUE
PWARSN,NR_022011,15,25227141,25228937,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025227141,TRUE
SNORD107,NR_001293,15,25227141,25227215,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025227141,TRUE
PWAR5,NR_022008,15,25230007,25233379,+,0,-1,0,0,0,1,1,1,0,change,1,none,0,15.025230007,TRUE
SNORD64,NR_001294,15,25230247,25230313,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025230247,TRUE
SNORD108,NR_001292,15,25232072,25232140,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025232072,TRUE
SNORD109A,NR_001295,15,25287121,25287187,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025287121,TRUE
SNORD109B,NR_001289,15,25287121,25287187,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025287121,TRUE
SNORD116-1,NR_003316,15,25296623,25296719,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025296623,TRUE
SNORD116-2,NR_003317,15,25299356,25299452,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025299356,TRUE
SNORD116-3,NR_003318,15,25302006,25302102,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025302006,TRUE
SNORD116-9,NR_003324,15,25302006,25302102,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025302006,TRUE
SNORD116-4,NR_003319,15,25304684,25304781,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025304684,TRUE
SNORD116-5,NR_003320,15,25307479,25307575,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025307479,TRUE
SNORD116-7,NR_003322,15,25307479,25307575,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025307479,TRUE
SNORD116-6,NR_003321,15,25310172,25310269,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025310172,TRUE
SNORD116-8,NR_003323,15,25315578,25315674,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025315578,TRUE
SNORD116-10,NR_003325,15,25319260,25319363,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.02531926,TRUE
SNORD116-11,NR_003326,15,25321075,25321168,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025321075,TRUE
SNORD116-12,NR_003327,15,25322197,25322290,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025322197,TRUE
SNORD116-13,NR_003328,15,25324204,25324297,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025324204,TRUE
SNORD116-14,NR_003329,15,25325288,25325381,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025325288,TRUE
SNORD116-15,NR_003330,15,25326433,25326526,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025326433,TRUE
SNORD116-16,NR_003331,15,25327914,25328007,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025327914,TRUE
SNORD116-18,NR_003333,15,25330531,25330624,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025330531,TRUE
SNORD116-17,NR_003332,15,25331673,25331766,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025331673,TRUE
SNORD116-19,NR_001290,15,25331673,25331766,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025331673,TRUE
SNORD116-20,NR_003334,15,25332808,25332901,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025332808,TRUE
SNORD116-21,NR_003335,15,25333950,25334043,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.02533395,TRUE
SNORD116-22,NR_003336,15,25335069,25335162,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025335069,TRUE
SNORD116-23,NR_003337,15,25336932,25337025,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025336932,TRUE
SNORD116-24,NR_003338,15,25339183,25339276,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025339183,TRUE
SNORD116-25,NR_003339,15,25342809,25342902,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025342809,TRUE
SNORD116-26,NR_003340,15,25344645,25344742,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025344645,TRUE
SNORD116-27,NR_003341,15,25346721,25346814,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025346721,TRUE
SNORD116-28,NR_003361,15,25349788,25349880,+,0,-1,0,0,0,1,1,1,0,change,1,none,0,15.025349788,TRUE
SNORD116-29,NR_003360,15,25351667,25351751,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025351667,TRUE
SNORD116-30,NR_047032,15,25353415,25353499,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025353415,TRUE
IPW,NR_023915,15,25361692,25367623,+,0,-1,0,0,0,1,1,1,0,change,1,none,0,15.025361692,TRUE
PWAR1,NR_022009,15,25380789,25383200,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025380789,TRUE
SNORD115-1,NR_001291,15,25415870,25415951,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.02541587,TRUE
SNORD115-2,NR_003294,15,25417782,25417863,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025417782,TRUE
SNORD115-3,NR_003295,15,25420074,25420155,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025420074,TRUE
SNORD115-4,NR_003296,15,25421979,25422060,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025421979,TRUE
SNORD115-5,NR_003297,15,25423885,25423966,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025423885,TRUE
SNORD115-10,NR_003302,15,25423888,25423966,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025423888,TRUE
SNORD115-12,NR_003304,15,25423888,25423966,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025423888,TRUE
SNORD115-9,NR_003301,15,25423888,25423966,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025423888,TRUE
SNORD115-6,NR_003298,15,25425644,25425725,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025425644,TRUE
SNORD115-7,NR_003299,15,25427532,25427613,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025427532,TRUE
SNORD115-8,NR_003300,15,25429453,25429534,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025429453,TRUE
SNORD115-11,NR_003303,15,25434561,25434642,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025434561,TRUE
SNORD115-29,NR_003344,15,25434561,25434642,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025434561,TRUE
SNORD115-43,NR_003358,15,25434561,25434642,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025434561,TRUE
SNORD115-13,NR_003305,15,25438468,25438549,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025438468,TRUE
SNORD115-14,NR_003306,15,25440068,25440148,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025440068,TRUE
SNORD115-16,NR_003308,15,25444595,25444676,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025444595,TRUE
SNORD115-17,NR_003309,15,25446470,25446551,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.02544647,TRUE
SNORD115-18,NR_003310,15,25446470,25446551,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.02544647,TRUE
SNORD115-19,NR_003311,15,25446470,25446551,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.02544647,TRUE
SNORD115-15,NR_003307,15,25451409,25477615,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025451409,TRUE
SNORD115-20,NR_003312,15,25451409,25451490,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025451409,TRUE
SNORD115-21,NR_003313,15,25451409,25477615,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025451409,TRUE
SNORD115-22,NR_003314,15,25455065,25455146,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025455065,TRUE
PWAR4,NR_022010,15,25456839,25457180,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025456839,TRUE
SNORD115-23,NR_003315,15,25456943,25457024,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025456943,TRUE
SNORD115-24,NR_003495,15,25458806,25458876,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025458806,TRUE
SNORD115-25,NR_003342,15,25460688,25460769,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025460688,TRUE
SNORD115-26,NR_003343,15,25463764,25463845,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025463764,TRUE
SNORD115-27,NR_003496,15,25465650,25465725,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.02546565,TRUE
SNORD115-28,NR_003497,15,25467501,25467574,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025467501,TRUE
SNORD115-30,NR_003345,15,25470350,25470431,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.02547035,TRUE
SNORD115-31,NR_003346,15,25472256,25472337,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025472256,TRUE
SNORD115-32,NR_003347,15,25474114,25474195,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025474114,TRUE
SNORD115-33,NR_003348,15,25475985,25476066,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025475985,TRUE
SNORD115-34,NR_003349,15,25477534,25477615,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025477534,TRUE
SNORD115-35,NR_003350,15,25479394,25479475,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025479394,TRUE
SNORD115-37,NR_003352,15,25483133,25483214,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025483133,TRUE
SNORD115-38,NR_003353,15,25484985,25485066,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025484985,TRUE
SNORD115-39,NR_003354,15,25486893,25486974,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025486893,TRUE
SNORD115-40,NR_003355,15,25488761,25488842,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025488761,TRUE
SNORD115-41,NR_003356,15,25490625,25490706,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025490625,TRUE
SNORD115-42,NR_003357,15,25492492,25492573,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025492492,TRUE
SNORD115-36,NR_003351,15,25494345,25494426,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025494345,TRUE
SNORD115-44,NR_003359,15,25496006,25496087,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025496006,TRUE
SNORD115-45,NR_003498,15,25509674,25509726,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025509674,TRUE
SNORD115-46,NR_047033,15,25511738,25511808,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025511738,TRUE
SNORD115-47,NR_003499,15,25513664,25513696,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.025513664,TRUE
SNORD115-48,NR_003362,15,25514930,25515005,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.02551493,TRUE
UBE3A,NM_000462,15,25582396,25684175,-,0,-1,1,0,2,1,1,1,1,change,1,none,0,15.025582396,TRUE
ATP10A,NM_024490,15,25923860,26108349,-,-1,-1,0,0,0,1,3,1,0,change,1,change,1,15.02592386,TRUE
MIR4715,NR_039865,15,26093894,26093972,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.026093894,TRUE
LOC100128714,NR_040082,15,26147507,26298267,+,1,1,0,0,0,1,0,0,0,change,1,change,1,15.026147507,TRUE
LINC00929,NR_038852,15,26360960,26378184,+,0,0,1,0,2,0,0,0,1,none,0,none,0,15.02636096,TRUE
GABRB3,NM_021912,15,26788694,27018935,-,0,1,0,0,0,1,0,0,0,change,1,none,0,15.026788694,TRUE
GABRA5,NM_000810,15,27111866,27194357,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.027111866,TRUE
GABRG3,NM_033223,15,27216429,27778373,+,0,1,0,0,0,1,0,0,0,change,1,none,0,15.027216429,TRUE
GABRG3-AS1,NR_120343,15,27402882,27406466,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.027402882,TRUE
OCA2,NM_001300984,15,28000021,28344458,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.028000021,TRUE
HERC2,NM_004667,15,28356183,28567298,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.028356183,TRUE
GOLGA8F,NR_033351,15,28623784,28636412,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.028623784,TRUE
GOLGA8G,NR_033353,15,28764757,28778143,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.028764757,TRUE
HERC2P9,NR_036443,15,28899588,28930410,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.028899588,TRUE
GOLGA8M,NM_001282468,15,28943841,28957567,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.028943841,TRUE
WHAMMP2,NR_026589,15,28982729,29003508,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.028982729,TRUE
LOC100289656,NR_036475,15,29033389,29034538,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.029033389,TRUE
PDCD6IPP2,NR_037599,15,29034980,29101720,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.02903498,TRUE
GOLGA6L7P,NR_047567,15,29090107,29093821,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.029090107,TRUE
APBA2,NM_005503,15,29213840,29410516,+,0,1,0,0,0,1,0,0,0,change,1,none,0,15.02921384,TRUE
FAM189A1,NM_015307,15,29412455,29862927,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.029412455,TRUE
NDNL2,NM_138704,15,29560353,29562020,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.029560353,TRUE
TJP1,NM_001301025,15,29991571,30261002,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.029991571,TRUE
GOLGA8J,NM_001282472,15,30375158,30388904,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.030375158,TRUE
GOLGA8T,NR_033933,15,30427990,30439395,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.03042799,TRUE
DKFZP434L187,NR_026771,15,30488239,30506743,+,0,-1,0,0,0,1,1,1,0,change,1,none,0,15.030488239,TRUE
CHRFAM7A,NM_148911,15,30653443,30685864,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.030653443,TRUE
GOLGA8R,NM_001282484,15,30692765,30706463,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.030692765,TRUE
ULK4P1,NR_026858,15,30864758,30892911,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.030864758,TRUE
ULK4P2,NR_027470,15,30864758,30892911,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.030864758,TRUE
GOLGA8H,NM_001282490,15,30896233,30910029,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.030896233,TRUE
ARHGAP11B,NM_001039841,15,30918879,30931013,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.030918879,TRUE
LOC100288637,NR_038253,15,30938318,31065209,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.030938318,TRUE
HERC2P10,NR_072991,15,31110239,31119986,+,0,0,1,0,2,0,0,0,1,none,0,none,0,15.031110239,TRUE
FAN1,NM_014967,15,31196076,31235310,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.031196076,TRUE
MTMR10,NM_017762,15,31231144,31283807,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.031231144,TRUE
TRPM1,NM_001252020,15,31293264,31453476,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.031293264,TRUE
MIR211,NR_029624,15,31357235,31357344,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.031357235,TRUE
LOC283710,NM_001243538,15,31514971,31523050,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.031514971,TRUE
KLF13,NM_001302461,15,31619058,31727868,+,-1,0,0,0,0,1,2,1,0,none,0,change,1,15.031619058,TRUE
OTUD7A,NM_130901,15,31775329,31947542,-,0,-1,0,0,0,1,1,1,0,change,1,none,0,15.031775329,TRUE
CHRNA7,NM_001190455,15,32322686,32462384,+,1,0,0,0,0,1,0,0,0,none,0,change,1,15.032322686,TRUE
GOLGA8K,NM_001282493,15,32681786,32695493,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.032681786,TRUE
ULK4P3,NR_026859,15,32698801,32727065,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.032698801,TRUE
GOLGA8O,NM_001277308,15,32734115,32747835,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.032734115,TRUE
WHAMMP1,NR_036650,15,32812049,32825942,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.032812049,TRUE
LOC100996255,NR_102756,15,32828960,32872810,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.03282896,TRUE
GOLGA8N,NM_001282494,15,32885657,32899511,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.032885657,TRUE
ARHGAP11A,NM_001286479,15,32907345,32932150,+,1,1,0,0,0,1,0,0,0,change,1,change,1,15.032907345,TRUE
SCG5,NM_003020,15,32933870,32989298,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.03293387,TRUE
GREM1,NM_001191322,15,33010205,33026870,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.033010205,TRUE
LOC100131315,NR_109767,15,33010302,33011066,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.033010302,TRUE
FMN1,NM_001277313,15,33057745,33486934,-,1,1,0,0,0,1,0,0,0,change,1,change,1,15.033057745,TRUE
TMCO5B,NR_046005,15,33528677,33539756,-,0,1,0,0,0,1,0,0,0,change,1,none,0,15.033528677,TRUE
LOC101928134,NR_120327,15,33595858,33602860,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.033595858,TRUE
RYR3,NM_001243996,15,33603163,34158304,+,0,1,0,0,0,1,0,0,0,change,1,none,0,15.033603163,TRUE
AVEN,NM_020371,15,34158428,34331303,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.034158428,TRUE
CHRM5,NM_012125,15,34261089,34357287,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.034261089,TRUE
EMC7,NM_020154,15,34376224,34394053,-,0,1,0,0,0,1,0,0,0,change,1,none,0,15.034376224,TRUE
PGBD4,NM_152595,15,34394274,34396591,+,0,-1,0,0,0,1,1,1,0,change,1,none,0,15.034394274,TRUE
KATNBL1,NM_024713,15,34432875,34502297,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.034432875,TRUE
EMC4,NM_016454,15,34517198,34522366,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.034517198,TRUE
SLC12A6,NM_001042495,15,34522197,34630265,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.034522197,TRUE
NOP10,NM_018648,15,34633917,34635362,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.034633917,TRUE
NUTM1,NM_001284292,15,34635516,34649938,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.034635516,TRUE
LPCAT4,NM_153613,15,34651089,34659395,-,-1,-1,0,0,0,1,3,1,0,change,1,change,1,15.034651089,TRUE
GOLGA8A,NR_027409,15,34671270,34729667,-,0,-1,0,0,0,1,1,1,0,change,1,none,0,15.03467127,TRUE
MIR1233-1,NR_036050,15,34674270,34674351,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.03467427,TRUE
GOLGA8B,NR_027410,15,34817484,34875771,-,-1,-1,0,0,0,1,3,1,0,change,1,change,1,15.034817484,TRUE
MIR1233-2,NR_036261,15,34820491,34820572,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.034820491,TRUE
GJD2,NM_020660,15,35044642,35046782,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.035044642,TRUE
LOC101928174,NR_120329,15,35047285,35105124,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.035047285,TRUE
ACTC1,NM_005159,15,35080297,35087927,-,0,1,0,0,0,1,0,0,0,change,1,none,0,15.035080297,TRUE
AQR,NM_014691,15,35148552,35261995,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.035148552,TRUE
ZNF770,NM_014106,15,35270542,35280497,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.035270542,TRUE
ANP32AP1,NR_003144,15,35529527,35530264,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.035529527,TRUE
DPH6,NM_080650,15,35663170,35838404,-,0,1,0,0,0,1,0,0,0,change,1,none,0,15.03566317,TRUE
MIR3942,NR_037507,15,35664457,35664565,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.035664457,TRUE
DPH6-AS1,NR_038251,15,35838396,36151202,+,0,1,0,0,0,1,0,0,0,change,1,none,0,15.035838396,TRUE
MIR4510,NR_039735,15,36219057,36219124,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.036219057,TRUE
C15orf41,NM_001130010,15,36871804,37102461,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.036871804,TRUE
CSNK1A1P1,NR_027320,15,37091301,37110707,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.037091301,TRUE
LOC145845,NR_024264,15,37156644,37178734,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.037156644,TRUE
MEIS2,NM_002399,15,37183222,37393500,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.037183222,TRUE
MIR8063,NR_107030,15,37265022,37265102,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.037265022,TRUE
TMCO5A,NM_152453,15,38226808,38243623,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.038226808,TRUE
LOC101928227,NR_120330,15,38332594,38354541,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.038332594,TRUE
SPRED1,NM_152594,15,38545052,38649450,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.038545052,TRUE
FAM98B,NM_173611,15,38746328,38779911,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.038746328,TRUE
RASGRP1,NM_005739,15,38780302,38857007,-,-1,-1,0,0,0,1,3,1,0,change,1,change,1,15.038780302,TRUE
C15orf53,NM_207444,15,38988799,38992239,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.038988799,TRUE
C15orf54,NM_207445,15,39542870,39547043,+,0,1,0,0,0,1,0,0,0,change,1,none,0,15.03954287,TRUE
THBS1,NM_003246,15,39873280,39891121,+,1,0,0,0,0,1,0,0,0,none,0,change,1,15.03987328,TRUE
FSIP1,NM_152597,15,39892232,40075039,-,-1,0,0,0,0,1,2,1,0,none,0,change,1,15.039892232,TRUE
GPR176,NM_007223,15,40091223,40213093,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.040091223,TRUE
EIF2AK4,NM_001013703,15,40226325,40327797,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.040226325,TRUE
SRP14,NM_001309434,15,40327891,40331403,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.040327891,TRUE
SRP14-AS1,NR_040060,15,40331512,40359710,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.040331512,TRUE
BMF,NM_001003943,15,40380091,40401085,-,0,-1,0,0,0,1,1,1,0,change,1,none,0,15.040380091,TRUE
BUB1B,NM_001211,15,40453210,40513337,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.04045321,TRUE
PAK6,NM_001128628,15,40509629,40569688,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.040509629,TRUE
C15orf56,NM_001039905,15,40542866,40545110,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.040542866,TRUE
ANKRD63,NM_001190479,15,40573645,40574787,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.040573645,TRUE
PLCB2,NM_004573,15,40580098,40600174,-,-1,-1,0,0,0,1,3,1,0,change,1,change,1,15.040580098,TRUE
INAFM2,NM_001301268,15,40616257,40618916,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.040616257,TRUE
C15orf52,NM_207380,15,40623653,40633168,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.040623653,TRUE
PHGR1,NM_001145643,15,40643234,40648634,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.040643234,TRUE
DISP2,NM_033510,15,40650434,40663256,+,0,-1,0,0,0,1,1,1,0,change,1,none,0,15.040650434,TRUE
KNSTRN,NM_001142761,15,40674922,40686489,+,1,1,0,0,0,1,0,0,0,change,1,change,1,15.040674922000001,TRUE
IVD,NM_002225,15,40697686,40713512,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.040697686,TRUE
BAHD1,NM_001301132,15,40731920,40760441,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.04073192,TRUE
CHST14,NM_130468,15,40763160,40765357,+,0,-1,0,0,0,1,1,1,0,change,1,none,0,15.04076316,TRUE
C15orf57,NM_001289132,15,40823540,40857256,-,-1,0,0,0,0,1,2,1,0,none,0,change,1,15.04082354,TRUE
MRPL42P5,NR_002208,15,40824083,40824749,-,-1,0,0,0,0,1,2,1,0,none,0,change,1,15.040824083,TRUE
RPUSD2,NM_152260,15,40861492,40866893,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.040861492,TRUE
CASC5,NM_144508,15,40886447,40954881,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.040886447,TRUE
RAD51-AS1,NR_040058,15,40985953,40987303,-,-1,-1,0,0,0,1,3,1,0,change,1,change,1,15.040985953,TRUE
RAD51,NM_002875,15,40987327,41024356,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.040987327,TRUE
RMDN3,NM_018145,15,41028082,41047534,-,1,1,0,0,0,1,0,0,0,change,1,change,1,15.041028082,TRUE
GCHFR,NM_005258,15,41056285,41059911,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.041056285,TRUE
DNAJC17,NM_018163,15,41060067,41099676,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.041060067,TRUE
C15orf62,NM_001130448,15,41062159,41064648,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.041062159,TRUE
ZFYVE19,NM_001077268,15,41099274,41106767,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.041099274,TRUE
PPP1R14D,NM_001130143,15,41107643,41120907,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.041107643,TRUE
SPINT1,NM_181642,15,41136246,41149853,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.041136246,TRUE
RHOV,NM_133639,15,41164412,41166487,-,1,1,0,0,0,1,0,0,0,change,1,change,1,15.041164412,TRUE
VPS18,NM_020857,15,41186628,41196173,+,0,-1,0,0,0,1,1,1,0,change,1,none,0,15.041186628,TRUE
